,in_degree,pos_in_edges,neg_in_edges,out_degree,pos_out_edges,neg_out_edges
8104,2.0,2.0,0.0,1.0,1.0,0.0
8105,2.0,2.0,0.0,2.0,2.0,0.0
8106,1.0,1.0,0.0,3.0,2.0,1.0
8107,2.0,2.0,0.0,2.0,2.0,0.0
8108,1.0,1.0,0.0,2.0,2.0,0.0
8109,1.0,1.0,0.0,2.0,2.0,0.0
8110,1.0,1.0,0.0,2.0,2.0,0.0
8111,2.0,2.0,0.0,2.0,2.0,0.0
8112,1.0,1.0,0.0,1.0,1.0,0.0
8113,2.0,2.0,0.0,2.0,2.0,0.0
8114,2.0,2.0,0.0,2.0,2.0,0.0
8115,1.0,1.0,0.0,1.0,1.0,0.0
8116,1.0,1.0,0.0,1.0,1.0,0.0
8117,2.0,2.0,0.0,2.0,2.0,0.0
8118,1.0,1.0,0.0,1.0,1.0,0.0
8119,1.0,1.0,0.0,1.0,1.0,0.0
8120,1.0,1.0,0.0,1.0,1.0,0.0
8121,1.0,1.0,0.0,1.0,1.0,0.0
8122,2.0,2.0,0.0,1.0,1.0,0.0
8123,1.0,1.0,0.0,2.0,2.0,0.0
8124,1.0,1.0,0.0,1.0,1.0,0.0
8125,1.0,1.0,0.0,1.0,1.0,0.0
8126,2.0,2.0,0.0,1.0,1.0,0.0
8127,2.0,2.0,0.0,1.0,1.0,0.0
8128,2.0,2.0,0.0,2.0,2.0,0.0
8129,1.0,1.0,0.0,1.0,1.0,0.0
8130,1.0,1.0,0.0,1.0,1.0,0.0
8131,1.0,1.0,0.0,2.0,2.0,0.0
8132,2.0,2.0,0.0,2.0,2.0,0.0
8133,2.0,2.0,0.0,2.0,2.0,0.0
8134,2.0,2.0,0.0,2.0,2.0,0.0
8135,1.0,1.0,0.0,1.0,1.0,0.0
8136,1.0,1.0,0.0,1.0,1.0,0.0
8137,1.0,1.0,0.0,1.0,1.0,0.0
8138,1.0,1.0,0.0,0.0,0.0,0.0
8139,2.0,2.0,0.0,0.0,0.0,0.0
8140,2.0,2.0,0.0,2.0,2.0,0.0
8141,2.0,2.0,0.0,1.0,1.0,0.0
8142,1.0,1.0,0.0,1.0,1.0,0.0
8143,2.0,2.0,0.0,1.0,1.0,0.0
8144,2.0,2.0,0.0,3.0,2.0,1.0
8145,1.0,1.0,0.0,1.0,1.0,0.0
8146,1.0,1.0,0.0,0.0,0.0,0.0
8147,2.0,2.0,0.0,2.0,2.0,0.0
8148,1.0,1.0,0.0,2.0,2.0,0.0
8149,1.0,1.0,0.0,1.0,1.0,0.0
8150,2.0,2.0,0.0,0.0,0.0,0.0
8151,2.0,2.0,0.0,2.0,2.0,0.0
8152,2.0,2.0,0.0,2.0,2.0,0.0
8153,1.0,1.0,0.0,1.0,1.0,0.0
8154,2.0,2.0,0.0,2.0,2.0,0.0
8155,2.0,2.0,0.0,2.0,2.0,0.0
8156,2.0,2.0,0.0,1.0,1.0,0.0
8157,0.0,0.0,0.0,3.0,3.0,0.0
8158,2.0,2.0,0.0,1.0,1.0,0.0
8159,1.0,1.0,0.0,1.0,1.0,0.0
8160,1.0,1.0,0.0,1.0,0.0,1.0
8161,1.0,1.0,0.0,1.0,1.0,0.0
8162,1.0,1.0,0.0,1.0,1.0,0.0
8163,1.0,1.0,0.0,1.0,1.0,0.0
8164,2.0,2.0,0.0,1.0,1.0,0.0
8165,1.0,1.0,0.0,1.0,1.0,0.0
8166,1.0,1.0,0.0,1.0,1.0,0.0
8167,1.0,1.0,0.0,1.0,1.0,0.0
8168,2.0,2.0,0.0,1.0,1.0,0.0
8169,1.0,1.0,0.0,1.0,1.0,0.0
8170,1.0,1.0,0.0,1.0,1.0,0.0
8171,2.0,2.0,0.0,1.0,1.0,0.0
8172,2.0,2.0,0.0,2.0,2.0,0.0
8173,2.0,2.0,0.0,2.0,2.0,0.0
8174,1.0,1.0,0.0,2.0,2.0,0.0
8175,1.0,1.0,0.0,1.0,1.0,0.0
8176,2.0,2.0,0.0,1.0,1.0,0.0
8177,2.0,2.0,0.0,2.0,2.0,0.0
8178,2.0,2.0,0.0,2.0,2.0,0.0
8179,1.0,1.0,0.0,2.0,2.0,0.0
8180,2.0,2.0,0.0,2.0,2.0,0.0
8181,1.0,1.0,0.0,3.0,3.0,0.0
8182,2.0,2.0,0.0,3.0,3.0,0.0
8183,2.0,2.0,0.0,2.0,2.0,0.0
8184,2.0,2.0,0.0,1.0,1.0,0.0
8185,1.0,1.0,0.0,1.0,1.0,0.0
8186,1.0,1.0,0.0,1.0,1.0,0.0
8187,2.0,2.0,0.0,1.0,1.0,0.0
8188,1.0,1.0,0.0,1.0,1.0,0.0
8189,1.0,1.0,0.0,1.0,1.0,0.0
8190,2.0,2.0,0.0,1.0,1.0,0.0
8191,1.0,1.0,0.0,1.0,1.0,0.0
8192,1.0,1.0,0.0,1.0,1.0,0.0
8193,2.0,2.0,0.0,2.0,2.0,0.0
8194,1.0,1.0,0.0,2.0,2.0,0.0
8195,1.0,1.0,0.0,1.0,1.0,0.0
8196,2.0,2.0,0.0,1.0,1.0,0.0
8197,1.0,1.0,0.0,2.0,1.0,1.0
8198,1.0,1.0,0.0,2.0,2.0,0.0
8199,1.0,1.0,0.0,3.0,3.0,0.0
8200,1.0,1.0,0.0,1.0,1.0,0.0
8201,2.0,2.0,0.0,2.0,2.0,0.0
8202,2.0,2.0,0.0,2.0,2.0,0.0
8203,1.0,1.0,0.0,1.0,1.0,0.0
8204,1.0,1.0,0.0,0.0,0.0,0.0
8205,1.0,1.0,0.0,1.0,1.0,0.0
8206,1.0,1.0,0.0,2.0,2.0,0.0
8207,1.0,1.0,0.0,3.0,3.0,0.0
8208,1.0,1.0,0.0,0.0,0.0,0.0
8209,2.0,2.0,0.0,2.0,2.0,0.0
8210,1.0,1.0,0.0,1.0,1.0,0.0
8211,2.0,2.0,0.0,1.0,1.0,0.0
8212,2.0,2.0,0.0,2.0,2.0,0.0
8213,2.0,2.0,0.0,1.0,1.0,0.0
8214,2.0,2.0,0.0,2.0,2.0,0.0
8215,2.0,2.0,0.0,2.0,2.0,0.0
8216,1.0,1.0,0.0,1.0,1.0,0.0
8217,0.0,0.0,0.0,2.0,2.0,0.0
8218,2.0,2.0,0.0,1.0,1.0,0.0
8219,1.0,1.0,0.0,0.0,0.0,0.0
8220,0.0,0.0,0.0,2.0,2.0,0.0
8221,0.0,0.0,0.0,1.0,1.0,0.0
8222,2.0,2.0,0.0,1.0,1.0,0.0
8223,2.0,2.0,0.0,1.0,1.0,0.0
8224,2.0,2.0,0.0,2.0,2.0,0.0
8225,1.0,1.0,0.0,0.0,0.0,0.0
8226,1.0,1.0,0.0,0.0,0.0,0.0
8227,1.0,1.0,0.0,1.0,1.0,0.0
8228,1.0,1.0,0.0,2.0,2.0,0.0
8229,2.0,2.0,0.0,2.0,2.0,0.0
8230,3.0,2.0,1.0,3.0,3.0,0.0
8231,1.0,1.0,0.0,1.0,1.0,0.0
8232,1.0,1.0,0.0,1.0,1.0,0.0
8233,1.0,1.0,0.0,1.0,1.0,0.0
8234,2.0,2.0,0.0,2.0,2.0,0.0
8235,2.0,2.0,0.0,1.0,1.0,0.0
8236,2.0,2.0,0.0,2.0,1.0,1.0
8237,1.0,1.0,0.0,0.0,0.0,0.0
8238,1.0,1.0,0.0,1.0,1.0,0.0
8239,2.0,2.0,0.0,2.0,2.0,0.0
8240,2.0,2.0,0.0,1.0,1.0,0.0
8241,1.0,1.0,0.0,1.0,1.0,0.0
8242,2.0,2.0,0.0,1.0,1.0,0.0
8243,2.0,2.0,0.0,2.0,2.0,0.0
8244,1.0,1.0,0.0,1.0,1.0,0.0
8245,1.0,1.0,0.0,1.0,1.0,0.0
8246,2.0,2.0,0.0,1.0,1.0,0.0
8247,1.0,1.0,0.0,1.0,1.0,0.0
8248,1.0,1.0,0.0,1.0,1.0,0.0
8249,2.0,2.0,0.0,5.0,3.0,2.0
8250,1.0,1.0,0.0,2.0,2.0,0.0
8251,1.0,1.0,0.0,1.0,1.0,0.0
8252,2.0,2.0,0.0,0.0,0.0,0.0
8253,1.0,1.0,0.0,2.0,2.0,0.0
8254,1.0,1.0,0.0,1.0,1.0,0.0
8255,1.0,1.0,0.0,2.0,2.0,0.0
8256,2.0,2.0,0.0,1.0,1.0,0.0
8257,2.0,2.0,0.0,1.0,1.0,0.0
8258,2.0,2.0,0.0,2.0,2.0,0.0
8259,2.0,2.0,0.0,2.0,2.0,0.0
8260,2.0,2.0,0.0,1.0,1.0,0.0
8261,1.0,1.0,0.0,1.0,1.0,0.0
8262,4.0,2.0,2.0,3.0,3.0,0.0
8263,2.0,2.0,0.0,1.0,1.0,0.0
8264,1.0,1.0,0.0,1.0,1.0,0.0
8265,1.0,1.0,0.0,1.0,1.0,0.0
8266,2.0,2.0,0.0,4.0,4.0,0.0
8267,1.0,1.0,0.0,1.0,1.0,0.0
8268,1.0,1.0,0.0,1.0,1.0,0.0
8269,1.0,1.0,0.0,1.0,1.0,0.0
8270,1.0,1.0,0.0,1.0,1.0,0.0
8271,2.0,2.0,0.0,1.0,1.0,0.0
8272,1.0,1.0,0.0,2.0,2.0,0.0
8273,2.0,2.0,0.0,2.0,2.0,0.0
8274,2.0,2.0,0.0,2.0,2.0,0.0
8275,2.0,2.0,0.0,1.0,1.0,0.0
8276,1.0,1.0,0.0,2.0,2.0,0.0
8277,1.0,1.0,0.0,1.0,1.0,0.0
8278,2.0,2.0,0.0,0.0,0.0,0.0
8279,2.0,2.0,0.0,1.0,1.0,0.0
8280,1.0,1.0,0.0,1.0,1.0,0.0
8281,2.0,2.0,0.0,1.0,1.0,0.0
8282,1.0,1.0,0.0,1.0,1.0,0.0
8283,1.0,1.0,0.0,3.0,3.0,0.0
8284,2.0,2.0,0.0,1.0,1.0,0.0
8285,2.0,2.0,0.0,2.0,2.0,0.0
8286,2.0,2.0,0.0,2.0,2.0,0.0
8287,1.0,1.0,0.0,1.0,1.0,0.0
8288,1.0,1.0,0.0,1.0,1.0,0.0
8289,1.0,1.0,0.0,2.0,2.0,0.0
8290,2.0,2.0,0.0,2.0,2.0,0.0
8291,2.0,2.0,0.0,2.0,2.0,0.0
8292,2.0,2.0,0.0,1.0,1.0,0.0
8293,1.0,1.0,0.0,0.0,0.0,0.0
8294,1.0,1.0,0.0,2.0,2.0,0.0
8295,2.0,2.0,0.0,1.0,1.0,0.0
8296,1.0,1.0,0.0,1.0,1.0,0.0
8297,1.0,1.0,0.0,2.0,2.0,0.0
8298,5.0,4.0,1.0,6.0,6.0,0.0
8299,1.0,1.0,0.0,0.0,0.0,0.0
8300,1.0,1.0,0.0,1.0,1.0,0.0
8301,1.0,1.0,0.0,0.0,0.0,0.0
8302,2.0,2.0,0.0,1.0,1.0,0.0
8303,2.0,2.0,0.0,2.0,2.0,0.0
8304,2.0,2.0,0.0,2.0,2.0,0.0
8305,1.0,1.0,0.0,1.0,1.0,0.0
8306,2.0,2.0,0.0,1.0,1.0,0.0
8307,2.0,2.0,0.0,1.0,1.0,0.0
8308,1.0,1.0,0.0,1.0,1.0,0.0
8309,2.0,2.0,0.0,1.0,1.0,0.0
8310,2.0,2.0,0.0,2.0,2.0,0.0
8311,1.0,1.0,0.0,1.0,1.0,0.0
8312,1.0,1.0,0.0,0.0,0.0,0.0
8313,2.0,2.0,0.0,0.0,0.0,0.0
8314,1.0,1.0,0.0,2.0,2.0,0.0
8315,2.0,2.0,0.0,2.0,2.0,0.0
8316,2.0,2.0,0.0,2.0,2.0,0.0
8317,2.0,2.0,0.0,0.0,0.0,0.0
8318,1.0,1.0,0.0,0.0,0.0,0.0
8319,1.0,1.0,0.0,1.0,1.0,0.0
8320,2.0,2.0,0.0,2.0,2.0,0.0
8321,1.0,1.0,0.0,1.0,1.0,0.0
8322,1.0,1.0,0.0,2.0,2.0,0.0
8323,1.0,1.0,0.0,1.0,1.0,0.0
8324,1.0,1.0,0.0,1.0,1.0,0.0
8325,1.0,1.0,0.0,3.0,3.0,0.0
8326,1.0,1.0,0.0,1.0,1.0,0.0
8327,1.0,1.0,0.0,1.0,1.0,0.0
8328,1.0,1.0,0.0,1.0,1.0,0.0
8329,2.0,2.0,0.0,2.0,2.0,0.0
8330,2.0,2.0,0.0,2.0,2.0,0.0
8331,1.0,1.0,0.0,1.0,1.0,0.0
8332,1.0,1.0,0.0,0.0,0.0,0.0
8333,2.0,2.0,0.0,3.0,3.0,0.0
8334,1.0,1.0,0.0,1.0,1.0,0.0
8335,2.0,2.0,0.0,3.0,3.0,0.0
8336,2.0,2.0,0.0,1.0,1.0,0.0
8337,1.0,1.0,0.0,1.0,1.0,0.0
8338,1.0,1.0,0.0,2.0,2.0,0.0
8339,2.0,2.0,0.0,2.0,2.0,0.0
8340,1.0,1.0,0.0,1.0,1.0,0.0
8341,38.0,31.0,7.0,66.0,43.0,23.0
8342,1.0,1.0,0.0,1.0,1.0,0.0
8343,2.0,2.0,0.0,1.0,1.0,0.0
8344,1.0,1.0,0.0,1.0,1.0,0.0
8345,2.0,2.0,0.0,2.0,2.0,0.0
8346,1.0,1.0,0.0,1.0,1.0,0.0
8347,1.0,1.0,0.0,2.0,2.0,0.0
8348,1.0,1.0,0.0,1.0,1.0,0.0
8349,1.0,1.0,0.0,1.0,1.0,0.0
8350,1.0,1.0,0.0,1.0,1.0,0.0
8351,1.0,1.0,0.0,1.0,1.0,0.0
8352,1.0,1.0,0.0,1.0,1.0,0.0
8353,1.0,1.0,0.0,1.0,1.0,0.0
8354,1.0,1.0,0.0,1.0,1.0,0.0
8355,2.0,2.0,0.0,2.0,2.0,0.0
8356,2.0,2.0,0.0,1.0,1.0,0.0
8357,1.0,1.0,0.0,2.0,2.0,0.0
8358,1.0,1.0,0.0,1.0,1.0,0.0
8359,3.0,2.0,1.0,1.0,1.0,0.0
8360,1.0,1.0,0.0,1.0,1.0,0.0
8361,2.0,2.0,0.0,2.0,2.0,0.0
8362,2.0,2.0,0.0,0.0,0.0,0.0
8363,2.0,2.0,0.0,4.0,2.0,2.0
8364,1.0,1.0,0.0,1.0,1.0,0.0
8365,2.0,2.0,0.0,1.0,1.0,0.0
8366,1.0,1.0,0.0,2.0,2.0,0.0
8367,1.0,1.0,0.0,2.0,2.0,0.0
8368,2.0,2.0,0.0,2.0,2.0,0.0
8369,2.0,2.0,0.0,1.0,1.0,0.0
8370,1.0,1.0,0.0,1.0,1.0,0.0
8371,1.0,1.0,0.0,1.0,1.0,0.0
8372,1.0,1.0,0.0,0.0,0.0,0.0
8373,2.0,2.0,0.0,0.0,0.0,0.0
8374,9.0,8.0,1.0,8.0,7.0,1.0
8375,2.0,2.0,0.0,2.0,2.0,0.0
8376,2.0,2.0,0.0,2.0,2.0,0.0
8377,2.0,2.0,0.0,2.0,2.0,0.0
8378,2.0,2.0,0.0,2.0,2.0,0.0
8379,2.0,2.0,0.0,2.0,2.0,0.0
8380,2.0,2.0,0.0,1.0,1.0,0.0
8381,1.0,1.0,0.0,1.0,1.0,0.0
8382,1.0,1.0,0.0,2.0,2.0,0.0
8383,2.0,2.0,0.0,2.0,2.0,0.0
8384,1.0,1.0,0.0,1.0,1.0,0.0
8385,2.0,2.0,0.0,5.0,3.0,2.0
8386,1.0,1.0,0.0,2.0,2.0,0.0
8387,1.0,1.0,0.0,1.0,1.0,0.0
8388,2.0,2.0,0.0,1.0,1.0,0.0
8389,2.0,2.0,0.0,1.0,1.0,0.0
8390,1.0,1.0,0.0,1.0,1.0,0.0
8391,2.0,2.0,0.0,2.0,2.0,0.0
8392,2.0,2.0,0.0,3.0,3.0,0.0
8393,2.0,2.0,0.0,1.0,1.0,0.0
8394,2.0,2.0,0.0,1.0,1.0,0.0
8395,2.0,2.0,0.0,1.0,1.0,0.0
8396,1.0,1.0,0.0,3.0,2.0,1.0
8397,1.0,1.0,0.0,1.0,1.0,0.0
8398,1.0,1.0,0.0,2.0,2.0,0.0
8399,1.0,1.0,0.0,2.0,2.0,0.0
8400,3.0,2.0,1.0,3.0,3.0,0.0
8401,2.0,2.0,0.0,2.0,0.0,2.0
8402,4.0,3.0,1.0,2.0,2.0,0.0
8403,2.0,2.0,0.0,4.0,4.0,0.0
8404,2.0,2.0,0.0,2.0,2.0,0.0
8405,1.0,1.0,0.0,1.0,1.0,0.0
8406,1.0,1.0,0.0,2.0,2.0,0.0
8407,2.0,2.0,0.0,1.0,1.0,0.0
8408,1.0,1.0,0.0,1.0,1.0,0.0
8409,1.0,1.0,0.0,1.0,1.0,0.0
8410,2.0,2.0,0.0,2.0,2.0,0.0
8411,2.0,2.0,0.0,2.0,2.0,0.0
8412,2.0,2.0,0.0,1.0,1.0,0.0
8413,4.0,2.0,2.0,1.0,0.0,1.0
8414,1.0,1.0,0.0,1.0,1.0,0.0
8415,2.0,2.0,0.0,2.0,2.0,0.0
8416,2.0,2.0,0.0,0.0,0.0,0.0
8417,1.0,1.0,0.0,1.0,1.0,0.0
8418,2.0,2.0,0.0,0.0,0.0,0.0
8419,1.0,1.0,0.0,1.0,1.0,0.0
8420,2.0,2.0,0.0,1.0,1.0,0.0
8421,1.0,1.0,0.0,0.0,0.0,0.0
8422,2.0,2.0,0.0,7.0,7.0,0.0
8423,1.0,1.0,0.0,2.0,2.0,0.0
8424,1.0,1.0,0.0,0.0,0.0,0.0
8425,1.0,1.0,0.0,0.0,0.0,0.0
8426,1.0,1.0,0.0,1.0,1.0,0.0
8427,2.0,2.0,0.0,0.0,0.0,0.0
8428,1.0,1.0,0.0,0.0,0.0,0.0
8429,1.0,1.0,0.0,0.0,0.0,0.0
8430,1.0,1.0,0.0,0.0,0.0,0.0
8431,1.0,1.0,0.0,1.0,1.0,0.0
8432,2.0,2.0,0.0,2.0,2.0,0.0
8433,2.0,2.0,0.0,0.0,0.0,0.0
8434,2.0,2.0,0.0,0.0,0.0,0.0
8435,1.0,1.0,0.0,3.0,3.0,0.0
8436,2.0,2.0,0.0,0.0,0.0,0.0
8437,2.0,2.0,0.0,0.0,0.0,0.0
8438,1.0,1.0,0.0,0.0,0.0,0.0
8439,2.0,2.0,0.0,2.0,2.0,0.0
8440,1.0,1.0,0.0,0.0,0.0,0.0
8441,1.0,1.0,0.0,3.0,3.0,0.0
8442,2.0,2.0,0.0,0.0,0.0,0.0
8443,1.0,1.0,0.0,1.0,1.0,0.0
8444,1.0,1.0,0.0,1.0,1.0,0.0
8445,1.0,1.0,0.0,1.0,1.0,0.0
8446,1.0,1.0,0.0,0.0,0.0,0.0
8447,1.0,1.0,0.0,1.0,1.0,0.0
8448,1.0,1.0,0.0,2.0,2.0,0.0
8449,1.0,1.0,0.0,0.0,0.0,0.0
8450,1.0,1.0,0.0,1.0,1.0,0.0
8451,1.0,1.0,0.0,1.0,1.0,0.0
8452,1.0,1.0,0.0,1.0,1.0,0.0
8453,1.0,1.0,0.0,1.0,1.0,0.0
8454,1.0,1.0,0.0,0.0,0.0,0.0
8455,1.0,1.0,0.0,1.0,1.0,0.0
8456,1.0,1.0,0.0,1.0,1.0,0.0
8457,1.0,1.0,0.0,1.0,1.0,0.0
8458,1.0,1.0,0.0,1.0,1.0,0.0
8459,1.0,1.0,0.0,1.0,1.0,0.0
8460,1.0,1.0,0.0,0.0,0.0,0.0
8461,1.0,1.0,0.0,1.0,1.0,0.0
8462,1.0,1.0,0.0,1.0,1.0,0.0
8463,1.0,1.0,0.0,1.0,1.0,0.0
8464,1.0,1.0,0.0,1.0,1.0,0.0
8465,1.0,1.0,0.0,1.0,1.0,0.0
8466,1.0,1.0,0.0,1.0,1.0,0.0
8467,1.0,1.0,0.0,1.0,1.0,0.0
8468,1.0,1.0,0.0,1.0,1.0,0.0
8469,1.0,1.0,0.0,1.0,1.0,0.0
8470,1.0,1.0,0.0,1.0,1.0,0.0
8471,1.0,1.0,0.0,1.0,1.0,0.0
8472,1.0,1.0,0.0,1.0,1.0,0.0
8473,1.0,1.0,0.0,1.0,1.0,0.0
8474,1.0,1.0,0.0,1.0,1.0,0.0
8475,1.0,1.0,0.0,1.0,1.0,0.0
8476,1.0,1.0,0.0,1.0,1.0,0.0
8477,1.0,1.0,0.0,1.0,1.0,0.0
8478,1.0,1.0,0.0,1.0,1.0,0.0
8479,1.0,1.0,0.0,1.0,1.0,0.0
8480,1.0,1.0,0.0,1.0,1.0,0.0
8481,1.0,1.0,0.0,1.0,1.0,0.0
8482,1.0,1.0,0.0,1.0,1.0,0.0
8483,1.0,1.0,0.0,1.0,1.0,0.0
8484,1.0,1.0,0.0,2.0,2.0,0.0
8485,1.0,1.0,0.0,1.0,1.0,0.0
8486,1.0,1.0,0.0,1.0,1.0,0.0
8487,1.0,1.0,0.0,1.0,1.0,0.0
8488,1.0,1.0,0.0,1.0,1.0,0.0
8489,1.0,1.0,0.0,1.0,1.0,0.0
8490,1.0,1.0,0.0,1.0,1.0,0.0
8491,1.0,1.0,0.0,1.0,1.0,0.0
8492,1.0,1.0,0.0,2.0,1.0,1.0
8493,1.0,1.0,0.0,1.0,1.0,0.0
8494,1.0,1.0,0.0,1.0,1.0,0.0
8495,1.0,1.0,0.0,1.0,1.0,0.0
8496,1.0,1.0,0.0,1.0,1.0,0.0
8497,1.0,1.0,0.0,1.0,1.0,0.0
8498,1.0,1.0,0.0,1.0,1.0,0.0
8499,1.0,1.0,0.0,1.0,1.0,0.0
8500,1.0,1.0,0.0,1.0,1.0,0.0
8501,1.0,1.0,0.0,0.0,0.0,0.0
8502,1.0,1.0,0.0,1.0,1.0,0.0
8503,1.0,1.0,0.0,1.0,1.0,0.0
8504,1.0,1.0,0.0,1.0,1.0,0.0
8505,1.0,1.0,0.0,1.0,1.0,0.0
8506,1.0,1.0,0.0,1.0,1.0,0.0
8507,1.0,1.0,0.0,1.0,1.0,0.0
8508,1.0,1.0,0.0,1.0,1.0,0.0
8509,1.0,1.0,0.0,1.0,1.0,0.0
8510,1.0,1.0,0.0,1.0,1.0,0.0
8511,1.0,1.0,0.0,2.0,2.0,0.0
8512,1.0,1.0,0.0,1.0,1.0,0.0
8513,1.0,1.0,0.0,1.0,1.0,0.0
8514,1.0,1.0,0.0,1.0,1.0,0.0
8515,1.0,1.0,0.0,1.0,1.0,0.0
8516,1.0,1.0,0.0,1.0,1.0,0.0
8517,1.0,1.0,0.0,1.0,1.0,0.0
8518,1.0,1.0,0.0,1.0,1.0,0.0
8519,1.0,1.0,0.0,1.0,1.0,0.0
8520,1.0,1.0,0.0,1.0,1.0,0.0
8521,1.0,1.0,0.0,1.0,1.0,0.0
8522,1.0,1.0,0.0,1.0,1.0,0.0
8523,1.0,1.0,0.0,1.0,1.0,0.0
8524,1.0,1.0,0.0,1.0,1.0,0.0
8525,1.0,1.0,0.0,1.0,1.0,0.0
8526,1.0,1.0,0.0,1.0,1.0,0.0
8527,1.0,1.0,0.0,1.0,1.0,0.0
8528,1.0,1.0,0.0,1.0,1.0,0.0
8529,1.0,1.0,0.0,1.0,1.0,0.0
8530,1.0,1.0,0.0,1.0,1.0,0.0
8531,1.0,1.0,0.0,1.0,1.0,0.0
8532,1.0,1.0,0.0,2.0,2.0,0.0
8533,1.0,1.0,0.0,1.0,1.0,0.0
8534,1.0,1.0,0.0,2.0,2.0,0.0
8535,1.0,1.0,0.0,1.0,1.0,0.0
8536,1.0,1.0,0.0,1.0,1.0,0.0
8537,1.0,1.0,0.0,1.0,1.0,0.0
8538,1.0,1.0,0.0,1.0,1.0,0.0
8539,1.0,1.0,0.0,1.0,1.0,0.0
8540,1.0,1.0,0.0,1.0,1.0,0.0
8541,1.0,1.0,0.0,1.0,1.0,0.0
8542,1.0,1.0,0.0,1.0,1.0,0.0
8543,1.0,1.0,0.0,1.0,1.0,0.0
8544,1.0,1.0,0.0,1.0,1.0,0.0
8545,1.0,1.0,0.0,1.0,1.0,0.0
8546,1.0,1.0,0.0,1.0,1.0,0.0
8547,1.0,1.0,0.0,1.0,1.0,0.0
8548,1.0,1.0,0.0,1.0,1.0,0.0
8549,1.0,1.0,0.0,1.0,1.0,0.0
8550,1.0,1.0,0.0,1.0,1.0,0.0
8551,1.0,1.0,0.0,1.0,1.0,0.0
8552,1.0,1.0,0.0,1.0,1.0,0.0
8553,1.0,1.0,0.0,1.0,1.0,0.0
8554,1.0,1.0,0.0,1.0,1.0,0.0
8555,1.0,1.0,0.0,0.0,0.0,0.0
8556,1.0,1.0,0.0,0.0,0.0,0.0
8557,1.0,1.0,0.0,2.0,2.0,0.0
8558,1.0,1.0,0.0,1.0,1.0,0.0
8559,1.0,1.0,0.0,1.0,1.0,0.0
8560,1.0,1.0,0.0,2.0,2.0,0.0
8561,1.0,1.0,0.0,1.0,1.0,0.0
8562,1.0,1.0,0.0,1.0,1.0,0.0
8563,1.0,1.0,0.0,1.0,1.0,0.0
8564,1.0,1.0,0.0,1.0,1.0,0.0
8565,1.0,1.0,0.0,1.0,1.0,0.0
8566,1.0,1.0,0.0,1.0,1.0,0.0
8567,1.0,1.0,0.0,1.0,1.0,0.0
8568,1.0,1.0,0.0,0.0,0.0,0.0
8569,1.0,1.0,0.0,1.0,1.0,0.0
8570,1.0,1.0,0.0,1.0,1.0,0.0
8571,1.0,1.0,0.0,1.0,1.0,0.0
8572,1.0,1.0,0.0,1.0,1.0,0.0
8573,1.0,1.0,0.0,1.0,1.0,0.0
8574,1.0,1.0,0.0,1.0,1.0,0.0
8575,1.0,1.0,0.0,1.0,1.0,0.0
8576,1.0,1.0,0.0,0.0,0.0,0.0
8577,1.0,1.0,0.0,1.0,1.0,0.0
8578,1.0,1.0,0.0,1.0,1.0,0.0
8579,1.0,1.0,0.0,1.0,1.0,0.0
8580,1.0,1.0,0.0,1.0,1.0,0.0
8581,1.0,1.0,0.0,1.0,1.0,0.0
8582,1.0,1.0,0.0,1.0,1.0,0.0
8583,1.0,1.0,0.0,1.0,1.0,0.0
8584,1.0,1.0,0.0,2.0,2.0,0.0
8585,1.0,1.0,0.0,1.0,1.0,0.0
8586,1.0,1.0,0.0,1.0,1.0,0.0
8587,1.0,1.0,0.0,1.0,1.0,0.0
8588,1.0,1.0,0.0,2.0,2.0,0.0
8589,1.0,1.0,0.0,1.0,1.0,0.0
8590,1.0,1.0,0.0,1.0,1.0,0.0
8591,1.0,1.0,0.0,1.0,1.0,0.0
8592,1.0,1.0,0.0,1.0,1.0,0.0
8593,1.0,1.0,0.0,1.0,1.0,0.0
8594,1.0,1.0,0.0,1.0,1.0,0.0
8595,1.0,1.0,0.0,1.0,1.0,0.0
8596,1.0,1.0,0.0,1.0,1.0,0.0
8597,1.0,1.0,0.0,1.0,1.0,0.0
8598,1.0,1.0,0.0,1.0,1.0,0.0
8599,1.0,1.0,0.0,1.0,1.0,0.0
8600,1.0,1.0,0.0,1.0,1.0,0.0
8601,1.0,1.0,0.0,1.0,1.0,0.0
8602,1.0,1.0,0.0,0.0,0.0,0.0
8603,1.0,1.0,0.0,1.0,1.0,0.0
8604,1.0,1.0,0.0,2.0,2.0,0.0
8605,1.0,1.0,0.0,1.0,1.0,0.0
8606,1.0,1.0,0.0,1.0,1.0,0.0
8607,1.0,1.0,0.0,1.0,1.0,0.0
8608,1.0,1.0,0.0,1.0,1.0,0.0
8609,1.0,1.0,0.0,1.0,1.0,0.0
8610,1.0,1.0,0.0,0.0,0.0,0.0
8611,1.0,1.0,0.0,1.0,1.0,0.0
8612,1.0,1.0,0.0,1.0,1.0,0.0
8613,1.0,1.0,0.0,0.0,0.0,0.0
8614,1.0,1.0,0.0,1.0,1.0,0.0
8615,1.0,1.0,0.0,1.0,1.0,0.0
8616,1.0,1.0,0.0,1.0,1.0,0.0
8617,1.0,1.0,0.0,1.0,1.0,0.0
8618,1.0,1.0,0.0,1.0,1.0,0.0
8619,1.0,1.0,0.0,0.0,0.0,0.0
